OrderID,ProductPrice,Quantity,CustomerAge,ProductReviews,ProductRating,DiscountPercentage,CustomerTenure,ProductCategory,DeliveryType,PaymentMethod,CustomerLocation,ReturnStatus,BrowsingTime
277,53.98,2,63.69032202,19,1.18,43.39,25.74,Sports,Overnight,UPI,East,Yes,260.91
278,38,2,15.12731329,21,2.28,14.21,1.6,Sports,Standard,Credit Card,North,No,338.39
279,51.4,4,64.75556203,15,3.29,39.15,11.91,Electronics,Standard,PayPal,South,Yes,163.54
280,42.29,0,46.35765232,20,3.89,33.55,7.84,Clothing,Overnight,PayPal,East,No,389.15
281,52.27,3,41.25642987,18,3.2,29.9,20.71,Home,Express,Debit Card,East,No,253.05
282,,0,20.23049469,16,4.14,9.61,17.76,Clothing,Overnight,Credit Card,Central,No,209.67
283,,2,43.56711863,21,2.13,11.04,15.75,Clothing,Standard,UPI,East,Yes,104.88
284,25.24,2,24.14770066,18,1.74,2.37,9.06,Books,Overnight,PayPal,North,No,364.72
285,92.66,1,53.9999188,20,1.22,12.04,3.56,Electronics,Standard,Credit Card,Central,No,245.63
286,10.96,4,20.43406956,13,3.29,17.27,32.55,Home,Overnight,Debit Card,East,No,345.35
287,46.96,5,33.30262258,20,3.75,41.66,50.86,Sports,Overnight,Credit Card,East,No,170.94
288,61.77,1,26.67090368,25,2.3,18.32,69.24,Sports,Overnight,PayPal,Central,Yes,162.29
289,55.62,4,20.18715556,19,3.45,37.73,1.45,Clothing,Express,PayPal,South,Yes,508.85
290,37.55,0,46.11979725,20,1.21,21.97,32.32,Electronics,Overnight,Debit Card,East,No,265.62
291,45.84,6,43.03188121,15,1.4,39.24,31.12,Electronics,Overnight,Debit Card,West,No,59.42
292,40.14,5,53.13515298,14,3.81,48.81,70.55,Home,Express,Debit Card,South,Yes,72.72
293,38.21,1,8.301873377,22,2.47,11.99,7,Home,Express,UPI,East,No,119.59
294,66.99,5,50.96256054,24,3.69,43.12,32.53,Clothing,Standard,Credit Card,South,Yes,190.93
295,,1,72.58173358,21,4.33,31.09,1.35,Clothing,Standard,Credit Card,North,Yes,53.58
296,36.14,4,,20,4.41,40.86,23.94,Clothing,Overnight,Credit Card,South,Yes,200.74
297,67.99,,63.42722918,22,1.69,32.58,10.37,Books,Standard,UPI,Central,Yes,199.46
298,56.15,1,31.05258092,22,2.95,21.2,35.16,Electronics,Overnight,Credit Card,East,Yes,31.01
299,66.26,3,14.41385394,23,3.94,11.4,47.76,Clothing,Express,Debit Card,South,Yes,37.79
300,62.59,3,30.41551336,20,4.1,3.5,10.89,Electronics,Express,Credit Card,West,Yes,284.13
301,33.42,6,50.72305952,19,4.14,26.78,17.9,Sports,Overnight,UPI,North,No,155.67
302,,0,22.42735277,18,1.91,49.52,3,Sports,Standard,UPI,North,Yes,76.93
303,64.95,3,,16,1.77,36.9,12.95,Electronics,Standard,Credit Card,South,No,193.13
304,62.21,5,43.90309148,24,3.36,16.37,10.74,Sports,Standard,UPI,Central,No,278.49
305,49.58,1,35.04590175,21,3.96,41.36,4.85,Sports,Overnight,UPI,North,No,213.13
306,,3,43.76934429,20,2.28,38.45,53.97,Sports,Standard,Credit Card,South,Yes,202.9
307,75.55,4,38.56744311,19,1.42,14.08,3.85,Home,Express,UPI,South,Yes,248.21
308,38.17,2,42.19437979,15,3.87,0.72,24.24,Home,Express,UPI,North,Yes,330.4
309,60.94,3,28.51548221,13,2.2,5.91,53.01,Electronics,Express,Credit Card,South,No,336.44
310,45.96,7,38.47596413,18,1.67,43.87,58.32,Electronics,Express,Debit Card,South,No,123.44
311,45.65,1,21.08940491,19,1.59,41.83,37.83,Books,Express,Debit Card,West,No,245.01
312,71.98,,54.32650434,25,2.26,14.76,4.65,Home,Express,UPI,South,No,300.4
313,66.51,3,25.48587925,24,3.37,14.26,40.82,Electronics,Express,PayPal,South,Yes,244.21
314,66.27,1,51.93271231,17,2.43,39.64,7.77,Home,Express,PayPal,Central,No,62.51
315,76.11,1,31.49589559,20,1.08,46.89,61.35,Books,Express,Credit Card,North,Yes,270.8
316,50.42,2,38.02998516,24,1.39,38.96,29.63,Electronics,Overnight,Credit Card,Central,No,56.65
317,63.64,2,27.57553174,22,2.16,30.28,36.92,Electronics,Overnight,Debit Card,East,Yes,215.04
318,43.79,6,19.76006853,30,3.64,12.13,2.13,Electronics,Express,PayPal,Central,No,74.8
319,56.48,1,8.828594186,16,1.39,26.29,20.98,Electronics,Express,Credit Card,East,Yes,160.78
320,,3,19.17013762,29,3.24,11.68,41.31,Clothing,Express,PayPal,East,No,169.14
321,51.94,3,30.1413672,23,1.48,40.4,47.46,Home,Standard,PayPal,Central,Yes,265.45
322,61.9,4,38.17818768,20,1.85,19.35,0.7,Home,Overnight,UPI,West,Yes,104.9
323,33.64,2,50.1556897,21,1.69,41.68,67.19,Home,Express,UPI,Central,Yes,232.7
324,91.85,3,28.3136381,19,1.27,19.08,1.06,Books,Overnight,PayPal,North,No,368.85
325,29.88,4,21.77058854,24,3.69,41.21,22.88,Clothing,Express,Debit Card,Central,Yes,316.42
326,25.72,,13.35927821,15,2.85,16.67,28.37,Home,Standard,Credit Card,West,Yes,335.92
327,73.16,3,42.20095427,21,4.32,22.01,2.73,Home,Express,Credit Card,Central,Yes,14.79
328,65.83,2,55.74791773,17,1.4,30.77,1.18,Electronics,Overnight,Debit Card,West,Yes,56.82
329,62.48,,53.99495402,19,1.58,3.51,36.88,Electronics,Overnight,UPI,North,Yes,48.09
330,62.57,1,45.64899122,16,2.23,47.41,11.65,Electronics,Overnight,UPI,South,No,61.97
331,49.76,3,44.57814976,15,4.06,28.68,2.72,Home,Overnight,Debit Card,West,Yes,34.68
332,32.05,5,60.4643567,18,2.22,25.39,34.52,Electronics,Express,Debit Card,West,No,30.62
333,51.52,2,39.98122192,23,2.63,41.97,45.4,Home,Standard,UPI,West,Yes,102.05
334,36.46,4,44.69194514,27,2.21,43.29,21.25,Books,Standard,PayPal,North,No,250.19
335,69.5,2,30.18824207,15,1.32,26.11,4.22,Books,Express,UPI,East,No,293.91
336,47.06,1,14.56934944,17,4.76,46.36,0.37,Sports,Express,PayPal,West,No,61.95
337,33.49,3,24.74226649,22,3.19,3.24,28.96,Clothing,Overnight,Credit Card,North,No,154.77
338,43.57,4,34.86261442,13,4.15,5.66,19.17,Electronics,Express,Credit Card,South,No,256.19
339,58.26,,35.91178059,23,3.63,29.84,25.25,Electronics,Standard,PayPal,West,No,322.43
340,38.73,4,,12,3.06,17.7,40.26,Clothing,Express,PayPal,East,Yes,379.9
341,33.56,6,36.21915751,16,1.36,23.21,13.67,Clothing,Express,UPI,North,Yes,278.9
342,54.87,4,52.68265166,15,3.57,16.4,3.19,Sports,Standard,Debit Card,South,Yes,378.16
343,441.74,1,28.47384138,18,1.62,20.24,67.52,Clothing,Standard,PayPal,East,Yes,51.36
344,39.86,1,30.32486171,15,2.66,41.13,18.91,Home,Express,Credit Card,South,No,75.33
345,40.58,,15.06488544,24,3.52,29.67,22.93,Electronics,Overnight,UPI,East,No,93.34
346,54.64,4,23.86507981,13,4.13,49.87,65.02,Clothing,Overnight,Credit Card,Central,No,6.18
347,21.04,3,42.90472087,24,3.74,39.34,64.37,Home,Overnight,UPI,Central,Yes,197.18
348,21.85,3,35.11340271,21,3.69,13.68,20.37,Clothing,Standard,Debit Card,Central,Yes,22.77
349,35.63,3,49.1440793,19,1.6,13.22,8.48,Home,Standard,Debit Card,South,No,76.44
350,45.73,3,37.71880923,24,2.38,16.79,140.35,Books,Overnight,Credit Card,Central,Yes,226.95
351,,1,29.71319403,18,1.17,42.16,27.41,Home,Express,PayPal,North,No,61.78
352,79.51,1,67.22445296,17,3.88,1.36,12.6,Sports,Express,PayPal,North,No,138.96
353,67.15,3,33.59144647,23,4.81,11.51,19.69,Home,Express,Credit Card,Central,Yes,198.41
354,46.8,0,,,2.06,45.25,12.9,Clothing,Standard,PayPal,East,No,82.16
355,49.62,3,28.9818619,16,1.35,31.99,52.61,Books,Standard,PayPal,East,Yes,315.47
356,29.95,3,45.64399219,22,2.9,11.34,15.81,Books,Overnight,Credit Card,South,Yes,273.03
357,49.63,0,48.92023489,27,4.43,10.96,41.63,Home,Express,Credit Card,East,Yes,375.54
358,44.23,2,38.12737956,27,3.21,43.13,44.01,Clothing,Standard,Debit Card,West,Yes,128.16
359,56.45,1,-0.31724384,32,1.19,44.69,41.74,Books,Standard,Credit Card,East,No,156.98
360,33.46,2,35.27378691,24,4.9,12.81,30.74,Home,Overnight,Debit Card,North,No,276.94
361,60.39,4,53.45690072,19,4.31,21.03,46.32,Home,Express,Debit Card,East,No,637.33
362,80.65,4,42.9122125,17,1.53,41.73,11.75,Home,Standard,UPI,South,No,101.79
363,47.82,1,41.68758313,24,4.69,38.55,2.92,Books,Standard,PayPal,East,Yes,159.29
364,58.03,3,,17,2.8,40.7,44.35,Electronics,Standard,Credit Card,South,Yes,100.63
365,63.8,3,24.19317394,21,2.49,25.92,16.55,Clothing,Standard,PayPal,West,No,399.44
366,41.98,2,41.17036447,17,2.84,45.58,3.27,Sports,Express,UPI,Central,Yes,205.52
367,54.48,2,41.15574915,22,4.34,16.3,2.94,Sports,Overnight,Credit Card,West,Yes,96.88
368,50.25,3,53.2200017,15,3.64,7.83,4.16,Clothing,Express,Credit Card,North,No,82.55
369,51.95,2,,21,1.24,35.44,33.36,Electronics,Overnight,UPI,West,No,215.61
370,34.54,3,41.0873613,20,4.83,26.97,29.78,Clothing,Standard,PayPal,West,Yes,120.48
371,50.49,2,,19,1.59,42.73,5.47,Home,Express,Debit Card,North,No,342.33
372,59.96,1,20.19585895,19,3.98,4.06,45.04,Clothing,Overnight,UPI,North,Yes,123.09
373,79.02,0,1.163130034,19,3.54,42.18,7.93,Clothing,Overnight,UPI,Central,Yes,180.85
374,69.19,3,41.46514538,14,1.75,14.66,37.8,Books,Standard,Credit Card,Central,No,28.09
375,93.06,4,37.60920813,17,1.68,32.74,16.1,Sports,Overnight,Debit Card,East,No,31.9
376,34.65,4,25.72737437,19,4.48,2.01,31.56,Sports,Overnight,UPI,South,No,262.19
377,67.45,3,10.71240415,23,2.68,30.48,11.53,Home,Overnight,PayPal,North,Yes,164.81
378,53.67,3,44.44609272,20,3.62,35.86,10.23,Home,Standard,UPI,West,No,265.3
379,93.8,6,31.01119889,14,3.02,18.44,44.19,Books,Express,PayPal,West,No,193.58
380,,4,43.35312084,17,3.91,10.77,0.86,Home,Standard,Credit Card,Central,No,303.09
381,33.21,4,62.96072796,20,2.92,26.88,88.28,Electronics,Overnight,UPI,South,No,375.43
382,38.01,5,2.878536795,17,2.15,41.66,25.07,Books,Overnight,PayPal,North,Yes,251.98
383,7.52,1,,17,2.45,16.18,13.6,Books,Express,Credit Card,Central,No,91.87
384,39.48,4,31.8593658,23,4.44,12.62,23.74,Clothing,Overnight,Credit Card,South,Yes,166.89
385,34.82,2,56.82239261,24,2.87,13.95,3.14,Clothing,Express,Credit Card,North,No,77.47
386,53.01,4,10.45395471,22,1.85,47.46,17.32,Electronics,Overnight,UPI,West,No,81.71
387,56.84,5,64.03791539,24,4.74,17.96,100.95,Books,Overnight,Credit Card,West,No,49.79
388,87.52,2,37.03783852,19,4.19,0.18,6.44,Books,Standard,Credit Card,Central,Yes,180.22
389,424.69,4,33.55999007,,1.22,39.08,30.75,Clothing,Standard,PayPal,South,No,668.69
390,38.46,1,32.02910355,20,5,34.96,13.7,Sports,Express,Credit Card,West,No,223.92
391,32.03,2,28.45605452,22,3.78,6.43,25.36,Sports,Standard,UPI,South,No,31.54
392,59.84,4,50.72175139,22,1.64,49.25,5.5,Clothing,Express,Debit Card,Central,Yes,81.28
393,23.6,1,18.97218869,16,1.95,30.4,15.26,Home,Standard,Credit Card,East,No,139.1
394,86.63,1,,21,3.77,25.04,94,Books,Express,UPI,South,No,303.93
395,73.59,0,29.23727501,21,4.12,19.11,5.21,Electronics,Overnight,Credit Card,South,Yes,191.46
396,40.62,3,23.56799827,32,1.96,44.93,24.28,Sports,Express,UPI,Central,Yes,393.9
397,15.74,3,73.78962764,16,2.03,12.2,20.57,Home,Standard,Credit Card,East,Yes,91.57
398,77.08,4,41.28576102,22,2.23,14.29,19.98,Books,Express,PayPal,West,Yes,240.3
399,47.71,2,44.19898317,20,3.39,6.12,22.92,Home,Standard,Debit Card,North,No,263.2
400,74.76,3,52.06665171,28,1.69,37.96,16.74,Books,Overnight,Debit Card,Central,No,69.44
401,18.11,6,13.67975082,26,1.42,29.78,0.41,Books,Standard,UPI,North,Yes,276.68
402,38.01,2,61.28437864,25,3.72,30.45,55.29,Clothing,Overnight,UPI,East,Yes,217.24
403,,2,-2.634357677,21,4.12,10.92,42.1,Clothing,Overnight,Debit Card,East,Yes,168.92
404,50.94,2,23.46850385,20,3,32.56,4.59,Electronics,Standard,PayPal,South,Yes,201.84
405,41,4,28.1145249,24,2.46,38.27,12.8,Electronics,Overnight,PayPal,North,No,710.22
406,62.46,1,43.72585047,28,2.73,17.89,35.33,Home,Standard,Credit Card,North,Yes,130.28
407,28.65,100,38.28077399,15,2.55,40.07,93.96,Clothing,Express,PayPal,East,Yes,376.36
408,47.15,3,,16,4.84,17.44,72.45,Books,Overnight,Debit Card,North,No,286.29
409,52.41,3,34.82003983,21,4.07,37.91,55.11,Clothing,Express,Debit Card,West,No,45.74
410,60.29,5,150,8,1.83,1.69,4.14,Books,Express,PayPal,East,Yes,125.61
411,64.23,3,12.54151408,25,2.54,27.56,59.01,Clothing,Standard,PayPal,South,Yes,303.24
412,27.51,1,45.89767434,18,3.18,48.48,50.58,Books,Standard,Debit Card,South,Yes,23.18
413,19.32,1,45.40559169,22,3.45,49.06,11.36,Home,Overnight,Debit Card,South,No,589.95
414,75.55,3,,,2.87,14.09,12.04,Clothing,Standard,Debit Card,North,No,325.56
415,56.65,5,23.14974355,19,4.24,22.07,14.78,Sports,Express,Debit Card,East,No,69.54
416,35.03,,45.39222815,15,4.07,3.15,25.62,Sports,Express,Debit Card,South,Yes,67.49
417,81.02,2,30.74439907,13,3.02,43.67,7.25,Books,Express,PayPal,East,Yes,42.6
418,52.31,7,52.85712478,12,4.42,28.43,0.56,Home,Overnight,PayPal,North,No,192.58
419,73.59,0,50.32944165,20,4,19.26,3.65,Books,Standard,Credit Card,West,No,188.37
420,51.35,4,38.16814099,12,4.11,5.64,13.92,Home,Express,Credit Card,West,No,184.07
421,91.21,2,29.90704765,22,4.83,47.34,7.95,Electronics,Overnight,UPI,West,Yes,173.55
422,85.11,3,49.41398268,17,2.07,26.51,34.71,Clothing,Standard,Credit Card,North,No,348.49
423,,1,44.70356785,28,2.07,14.15,2.71,Home,Standard,PayPal,South,No,288.9
424,69.43,3,24.73339397,24,4.56,17.51,59.87,Books,Express,Credit Card,North,No,302.43
425,62.91,1,15.0830199,24,4.09,13.53,54.17,Electronics,Overnight,Credit Card,East,Yes,124.25
426,77.37,3,30.67200649,16,4.71,30.09,57.46,Books,Express,PayPal,West,No,152.03
427,30.7,6,57.73120723,24,1.25,46.5,32.29,Sports,Express,Debit Card,East,Yes,459.37
428,63.72,3,52.19730738,21,3.51,42.83,2.72,Sports,Overnight,PayPal,North,Yes,125.41
429,71.17,2,18.31508795,14,1.58,23.02,13.84,Clothing,standard ,PayPal,Central,Yes,124.58
430,865.72,1,17.48363876,17,3.02,41.32,3.38,Clothing,Overnight,UPI,Central,No,46.17
431,26.33,4,54.12025775,31,1.62,21.16,105.55,Electronics,Overnight,UPI,North,Yes,544.5
432,9.22,4,17.96546143,14,1.51,12.62,9.72,Sports,Express,UPI,South,No,325.57
433,44.61,3,42.63942985,12,1.05,49.17,21.13,Home,Express,Debit Card,East,Yes,332.09
434,64.35,1,25.75893177,,3.52,15.19,36.27,Sports,Standard,Credit Card,North,Yes,377.32
435,80.05,4,59.25567387,26,2.44,16.19,60.8,Clothing,Standard,UPI,North,Yes,150.78
436,51.48,2,23.44362801,27,1.42,49.48,33.81,Books,Overnight,PayPal,Central,No,206.98
437,82.57,4,52.15042295,19,2.29,6.7,26.94,Electronics,Overnight,UPI,West,No,278.99
438,22.4,1,37.77287981,12,1.68,38.03,15.06,Sports,Overnight,PayPal,West,No,288.52
439,15.93,5,38.78292281,22,4.77,46.79,22.32,Home,Standard,Debit Card,South,No,16.32
440,48.89,3,5.44537128,18,2.28,25.59,2.37,Home,Express,UPI,South,Yes,163.65
441,57.68,1,1.956299702,16,2.34,0.13,51.68,Home,Express,PayPal,South,Yes,353.69
442,49.35,2,31.6915109,17,4.36,18.75,18.83,Electronics,Standard,Credit Card,Central,Yes,222.26
443,8.65,1,38.70359095,,3.59,5.58,0.98,Home,Express,Debit Card,North,Yes,421.52
444,48.22,5,18.12203258,32,3.84,20.81,60.59,Home,Express,PayPal,South,Yes,98.04
445,23.91,1,18.66959884,25,3.54,39.5,16.13,Sports,Express,Credit Card,Central,No,125.6
446,63.39,,43.42208945,18,4.78,21.94,48.71,Electronics,Standard,Credit Card,East,Yes,623.18
447,57.33,2,43.44281721,,1.83,21.6,46.66,Books,Overnight,PayPal,North,No,181
448,31.2,3,,22,4.96,27.84,40.6,Books,Express,UPI,East,No,100.31
449,39.72,2,46.70302582,11,4.32,29.08,1.52,Home,Express,Credit Card,West,No,199.87
450,28.82,5,17.38696556,19,3.36,42.81,6.81,Clothing,Overnight,Debit Card,West,Yes,357.59
451,48.75,4,29.66097624,26,3.65,15.42,50.01,Electronics,Express,Credit Card,North,No,72.51
452,69.1,5,59.71816409,21,3.6,41.08,55.02,BOOKS,Express,UPI,South,No,21.31
453,30.29,2,36.02483195,17,1.23,28.3,14.7,Electronics,Overnight,Debit Card,North,No,444.19
454,60.08,3,36.89468772,20,1.87,15.03,13.92,Electronics,Standard,Debit Card,South,No,333.16
455,39.39,2,200,22,4.85,14.76,4.62,Sports,Standard,Debit Card,West,Yes,43.37
456,34.14,1,14.00986751,15,3.14,18.06,82.92,Home,Express,PayPal,North,Yes,119.76
457,47.86,3,46.9464555,12,2.51,31.13,5.75,Sports,Express,Credit Card,North,Yes,230.29
458,29.3,1,59.9597942,27,4.05,11.54,5.09,Clothing,Overnight,UPI,South,No,288.69
459,38.93,7,30.1271311,,3.1,46.02,25.94,Clothing,Overnight,PayPal,West,No,235.83
460,26.04,6,47.8944618,22,1.05,28.75,6.68,Books,Express,PayPal,West,Yes,170.37
461,89.29,3,20.26970754,16,3.94,46,67.04,Sports,Express,Debit Card,South,Yes,16.77
462,50.71,4,24.69901407,20,3.93,2.32,0.26,Sports,Standard,PayPal,South,No,195.77
463,36.01,1,40.77449624,20,1.66,17.13,0.14,Sports,Standard,Credit Card,South,No,12.18
464,54.28,1,46.9785001,32,4.83,1.14,16.87,Books,Standard,PayPal,West,Yes,172.16
465,47.75,2,51.81404769,24,1.9,13.61,16.07,Sports,Standard,PayPal,West,Yes,236.4
466,45.58,3,58.5444288,21,2.83,43.1,4.28,Sports,Overnight,Debit Card,North,No,449.86
467,62.28,3,33.98830162,18,1.46,1.83,16.37,Sports,Standard,Debit Card,West,Yes,293.87
468,65.15,1,52.90417633,14,3.41,21.81,12.73,Sports,Standard,PayPal,East,Yes,163.24
469,39.39,4,29.86542735,21,2.5,5.88,53.05,Clothing,Express,Debit Card,East,No,209.41
470,38.48,1,48.53136967,18,2.41,20.84,0.22,Home,Standard,UPI,South,Yes,66.33
471,,3,38.11233197,34,4.31,41.94,89.78,Clothing,Express,UPI,South,Yes,123.04
472,5,3,41.68516861,15,1.04,31.15,23.5,Sports,Express,UPI,South,No,254.95
473,19.7,1,41.35261811,23,4.19,36.84,3.95,Electronics,Standard,PayPal,North,Yes,68.14
474,77.34,2,10.92942485,31,3.29,17.46,1.15,Electronics,Standard,Credit Card,East,No,145.34
475,82.9,4,18.13817212,23,4.94,47.22,18.54,Books,Express,Credit Card,East,Yes,134.36
476,45.02,2,36.5381216,23,3.36,35.46,6.43,Clothing,Overnight,Debit Card,West,Yes,569.21
477,61.53,,9.690813805,17,1.22,21.09,8.6,Books,Express,Credit Card,East,No,201.03
478,56.23,4,47.46816655,24,1.2,21.32,6.75,Books,Overnight,Credit Card,West,Yes,302.98
479,111.58,0,48.07333949,21,4.53,45.93,25.21,Electronics,Overnight,PayPal,North,Yes,17.83
480,72.39,2,39.90755829,,4.36,28.82,19.35,Clothing,Standard,Debit Card,South,No,184.04
481,47.44,5,18.18298981,25,2.38,35.32,1.95,Home,Standard,Credit Card,South,No,30.76
482,30.89,1,55.70208408,15,3.47,20.85,17.94,Clothing,Standard,UPI,West,Yes,212.73
483,17.87,5,65.5581596,17,2.96,11.18,37.59,Books,Standard,Debit Card,Central,Yes,198.76
484,54.07,4,37.20615241,18,4.87,36.18,2.03,Sports,Express,Debit Card,West,Yes,194.35
485,34.87,4,42.65803068,22,4.8,30.39,52.92,Books,Overnight,Debit Card,North,No,46.79
486,21.55,3,38.02607982,22,4.94,25.07,20.72,Clothing,Express,UPI,East,Yes,214.85
487,37.07,6,42.95553783,22,4.47,31.2,72.2,Electronics,Overnight,Credit Card,West,Yes,104.33
488,28.37,2,33.20661865,23,4.64,10.41,3.85,Clothing,Express,UPI,North,No,239.55
489,83.74,4,34.4815364,22,1.87,39.7,121.1,Home,Overnight,Debit Card,South,No,298.72
490,67.63,2,48.58576401,19,4.32,47.41,24.81,Sports,Standard,Debit Card,Central,No,212.86
491,49.84,5,70.18436243,23,3.84,44.56,20.12,Sports,Overnight,PayPal,Central,No,100.75
492,79.6,3,13.99893148,17,4.85,16.07,17.38,Books,Standard,PayPal,West,Yes,99.72
493,51.55,3,33.44281273,23,3.29,20.3,0.57,Clothing,Overnight,PayPal,East,Yes,156.49
494,32.77,3,17.29309272,18,1.34,40.42,67.38,Electronics,Express,PayPal,West,Yes,83.55
495,80.46,1,58.88037348,20,3.39,29.76,24.79,Home,Overnight,Debit Card,Central,No,190.85
496,60.78,3,26.18393046,20,3.75,27.4,2.31,Books,Express,UPI,Central,Yes,225.41
497,29.26,6,13.35198809,22,1.88,46.33,0.51,Clothing,Express,PayPal,South,Yes,16.95
498,46.19,3,,14,2.58,26.8,1.25,Electronics,Standard,UPI,East,Yes,269.05
499,32.49,1,61.16466672,19,3.39,25.75,22.56,Clothing,Overnight,PayPal,East,No,215.1
500,22.34,3,44.95396803,26,2.5,2.1,22.85,Electronics,Express,Credit Card,Central,Yes,99.11
501,68.52,3,38.07196816,,2.5,3.47,16.62,Clothing,Overnight,PayPal,Central,Yes,338.08
502,88.19,2,41.13711384,13,1.53,0.37,8.79,Clothing,Standard,UPI,West,No,68.88
503,22.03,3,56.22260994,23,4.76,45.66,18.21,Books,Standard,PayPal,West,Yes,133.29
504,61.26,0,21.88701095,20,4,20.42,17.43,Clothing,Overnight,Credit Card,South,No,171.09
505,,8,33.32229344,17,1,23.43,0.47,Clothing,Express,UPI,Central,No,134.82
506,40.26,1,28.20964777,15,4.06,42.27,7.97,Books,Express,UPI,West,Yes,121.47
507,38.15,1,17.48202039,24,3.96,30.46,1.31,Books,Express,UPI,South,No,117.99
508,32.72,3,30.07437111,22,1.04,30.48,55.3,Sports,Overnight,Debit Card,East,No,169.23
509,50.97,2,51.61581644,28,2.48,14.83,31,Sports,Express,UPI,Central,No,256.45
510,33.38,2,43.49903223,17,3.43,41.7,133.22,Books,Express,Debit Card,North,Yes,361.58
511,55.41,3,44.6646575,12,2.81,8.29,8.63,Home,Express,Credit Card,Central,No,219.71
512,49,4,37.19713417,13,4.11,2.66,50.59,BOOKS,Standard,UPI,West,Yes,218.04
513,45.22,3,42.84985674,26,2.7,9.58,22.17,Books,Express,UPI,Central,Yes,200.28
514,31.85,7,22.99114486,21,1.62,13.39,14.48,Sports,Overnight,UPI,North,No,97.69
515,38.46,3,,17,4.91,14.12,6.04,Clothing,Overnight,Credit Card,Central,No,86.65
516,912.1,,37.88006355,19,1.97,33.53,32.18,Books,Express,Debit Card,West,Yes,111.02
517,60.02,3,39.16273788,20,3.87,10.89,56.28,Books,Overnight,PayPal,East,No,55.6
518,30.45,5,39.80281782,13,1.57,33.83,6.44,Sports,Overnight,Credit Card,West,Yes,206.07
519,51.99,5,32.92497077,15,2.32,4.56,4.63,Sports,Express,Credit Card,South,Yes,179.74
520,65.03,4,29.33864898,23,2.77,7.36,28.59,Home,Standard,Credit Card,West,No,281.82
521,16.61,4,82.36656925,20,1.77,25.44,90.51,Sports,Express,Debit Card,South,No,82.56
522,60.87,2,48.60180909,25,2.8,46.09,33.27,Sports,Overnight,Debit Card,Central,No,287.91
523,,6,41.19721214,19,1.63,42.98,8.04,Sports,Overnight,Debit Card,South,No,137.87
524,61.41,,31.50187253,28,3.24,48.44,13.07,Clothing,Express,Debit Card,Central,No,120.27
525,34.73,2,28.2317176,17,3.65,32.52,11.64,Books,Overnight,Debit Card,South,No,292.18
526,13.9,6,33.03799109,18,1.25,33.79,45.87,Books,Standard,UPI,West,No,18.42
527,17.45,4,39.39243265,12,4.48,31.25,35.42,Sports,Express,PayPal,North,No,444.06
528,50.96,3,,16,1.74,31.14,21.34,Home,Overnight,PayPal,Central,No,650.12
529,55.19,3,11.45915607,19,1.9,7.36,7.72,Sports,Standard,Debit Card,South,No,372.57
530,31.91,6,25.44676417,20,3.65,27.19,66.73,Home,Overnight,Debit Card,North,Yes,91.19
531,62.77,,38.10709155,20,2.88,19.3,25.42,Books,Standard,UPI,South,No,251.69
532,16.77,,31.41090279,13,3,22.13,84.54,Home,Overnight,Debit Card,South,No,348.82
533,48.68,1,57.17181839,16,1.51,26.18,20.83,Home,Express,UPI,South,No,100.55
534,25.78,3,12.7640482,29,4.22,6.42,41.31,Electronics,Overnight,UPI,West,Yes,193.5
535,36.96,4,23.72981796,20,3.47,17.97,40.25,Home,Express,Credit Card,South,No,300.21
536,50.95,5,57.80137611,25,1.54,3.17,9.88,Home,Standard,Credit Card,North,No,291.06
537,32.79,6,36.96678987,24,2.5,48.98,79.8,Clothing,Standard,Debit Card,South,No,221.89
538,42.31,2,48.27263874,20,4.24,5.93,0.53,Books,Overnight,UPI,East,No,195.14
539,70.13,50,65.76870415,15,3.27,12.93,35.14,Sports,Express,Debit Card,Central,No,238.13
540,38.46,4,24.59293373,19,1.43,44.56,80.84,Electronics,Express,Credit Card,West,Yes,361.29
541,66.71,200,33.51028493,20,2.49,24.14,9.93,Home,Standard,Credit Card,East,No,107.44
542,27.41,4,30.91359649,23,1.97,6.78,25.07,Clothing,Standard,Credit Card,East,No,222.91
543,60.6,5,5.681104933,,3.07,19.21,19.83,Clothing,Overnight,Credit Card,North,Yes,242.39
544,78.83,2,30.34404794,27,4.37,5.79,34.4,Sports,Standard,Credit Card,North,Yes,161.43
545,5,5,48.21593281,20,2.75,10.01,48.27,Sports,Standard,Debit Card,West,Yes,68.48
546,34.06,4,43.10884313,15,2.73,2.6,22.17,Books,Express,Debit Card,West,No,102.45
547,61.54,5,44.28624754,15,4.62,21.91,40.62,Home,Express,Credit Card,Central,No,100.63
548,45.94,2,29.36736529,15,3.3,40.33,8.99,Clothing,Express,Debit Card,South,Yes,180.78
549,57.42,2,,24,3.26,29.3,6.23,Electronics,Standard,Credit Card,West,No,188.81
550,37.92,0,54.03883508,27,2.05,30.32,13.52,Books,Overnight,Credit Card,West,No,162.43
551,51.73,4,27.5402428,23,3.43,10.03,27.18,Home,Overnight,Credit Card,South,No,156.08
552,46.89,1,39.41123058,19,3.3,17.19,4.98,Sports,Standard,Debit Card,Central,No,389.46
553,73.36,2,37.45002021,12,2.59,42.26,27.37,Home,Overnight,Debit Card,North,No,4.68
554,55.09,3,56.92575524,24,4.96,4.39,12.02,Sports,Standard,UPI,Central,Yes,376.04
555,56.75,2,49.57118537,24,4.53,42.9,38.1,Home,Overnight,Debit Card,South,Yes,187.96
